collection_datetime,group_slug,n_user_recommend,group_name,n_members
2020-12-01,1003058063051602,3,Last Week Tonight with John Oliver,49000.0
2020-12-01,1655614634580136,7,Rudy Giuliani [Common Sense],1700.0
2020-12-01,178197966731647,17,Tucker Carlson Fox News,46000.0
2020-12-01,1966251680095271,5,Blaze TV Fan Page,16000.0
2020-12-01,196825617434365,7,Dan Bongino Fans,4900.0
2020-12-01,206779539732204,3,Trey Gowdy: The Legend with Great Hair,137000.0
2020-12-01,244810819884729,3,Amy Klobuchar: Progress for America!,7300.0
2020-12-01,2546623112253553,3,Trump Cartoons & Jokes,2000.0
2020-12-01,2597851357120947,7,Joe Biden For President 2020!,61000.0
2020-12-01,2601769136807206,11,Candace Owens 2024 🇺🇸,33000.0
2020-12-01,2645436679003881,11,Steve Schmidt fan club,54000.0
2020-12-01,276509750213182,16,Kayleigh McEnany Fan Club,421000.0
2020-12-01,2809700542644044,10,Official Kayleigh McEnany page! No spam or trolls allowed this time!,29000.0
2020-12-01,318189155396765,4,#MAGASM (Laughing at Leftists),84000.0
2020-12-01,347486906381131,8,Joe Biden lovers,11000.0
2020-12-01,387158605653732,4,Women for Trump,19000.0
2020-12-01,458226781793015,4,Project Lincoln,100000.0
2020-12-01,540034209975584,14,Dr. Fauci Fan Club,48000.0
2020-12-01,589470521442457,9,Barack Obama Fan Club,320000.0
2020-12-01,611873672624975,4,Political Humor,9700.0
2020-12-01,675682982609218,4,Trey Gowdy for President 2024,37000.0
2020-12-01,696410211155601,9,Kayleigh McEnany Supporters and Fans,59000.0
2020-12-01,729428207525540,5,Dan Crenshaw for POTUS 2024,106000.0
2020-12-01,850038505482016,4,Real Time with Bill Maher Group,6100.0
2020-12-01,863804630824684,6,Patriot Room (formerly Leo Terrell 2.0),15000.0
2020-12-01,947518145661250,17,"Candace Owens For POTUS, 2024",56000.0
2020-12-01,alexandriaocasiocortezfanclub,3,Alexandria Ocasio-Cortez Fan Club,45000.0
2020-12-02,1067490273302351,3,MY VOTES FOR TRUMP - KEEP AMERICA GREAT,26000.0
2020-12-02,107780406719749,3,Ben Shapiro Fans,18000.0
2020-12-02,1655614634580136,9,Rudy Giuliani [Common Sense],1800.0
2020-12-02,178197966731647,11,Tucker Carlson Fox News,46000.0
2020-12-02,196825617434365,4,Dan Bongino Fans,5000.0
2020-12-02,206779539732204,3,Trey Gowdy: The Legend with Great Hair,137000.0
2020-12-02,2098968433466112,4,Trump Daily Report,111000.0
2020-12-02,2135706109975817,3,Donald Trump 2020 our decision,6600.0
2020-12-02,2363529640618134,5,Lincoln Project Americans Protecting Democracy,32000.0
2020-12-02,2597851357120947,7,Joe Biden For President 2020!,61000.0
2020-12-02,2601769136807206,4,Candace Owens 2024 🇺🇸,33000.0
2020-12-02,264505438307329,4,Joe BIDEN POTUS 46 Official,12000.0
2020-12-02,2645436679003881,14,Steve Schmidt fan club,54000.0
2020-12-02,2658044477648470,5,Victor Davis Hanson Fan Club,53000.0
2020-12-02,2717207004996598,4,INFOWAR FANS,2000.0
2020-12-02,2755029031187050,3,People who support the Democrats for president in the U.S.A,16000.0
2020-12-02,276509750213182,20,Kayleigh McEnany Fan Club,421000.0
2020-12-02,2809700542644044,5,Official Kayleigh McEnany page! No spam or trolls allowed this time!,29000.0
2020-12-02,318189155396765,4,#MAGASM (Laughing at Leftists),84000.0
2020-12-02,347486906381131,9,Joe Biden lovers,10000.0
2020-12-02,387158605653732,4,Women for Trump,19000.0
2020-12-02,437806580093639,5,BidenHarris2020,16000.0
2020-12-02,458226781793015,4,Project Lincoln,100000.0
2020-12-02,540034209975584,15,Dr. Fauci Fan Club,48000.0
2020-12-02,542145203106828,5,The Liberal Skeptic's Dank Meme Stash,13000.0
2020-12-02,571811876496398,3,RealTime With Bill Maher,59000.0
2020-12-02,589470521442457,11,Barack Obama Fan Club,320000.0
2020-12-02,611873672624975,3,Political Humor,9700.0
2020-12-02,675682982609218,4,Trey Gowdy for President 2024,37000.0
2020-12-02,696410211155601,5,Kayleigh McEnany Supporters and Fans,59000.0
2020-12-02,729428207525540,3,Dan Crenshaw for POTUS 2024,106000.0
2020-12-02,748796219028658,3,The Lincoln Project > Undo the Damage,6800.0
2020-12-02,850038505482016,7,Real Time with Bill Maher Group,6100.0
2020-12-02,863804630824684,12,Patriot Room (formerly Leo Terrell 2.0),15000.0
2020-12-02,947518145661250,13,"Candace Owens For POTUS, 2024",56000.0
2020-12-02,One.America.News.Network.Fan.Group,3,One America News Network  ✅  (Fan Group),9200.0
2020-12-02,alexandriaocasiocortezfanclub,3,Alexandria Ocasio-Cortez Fan Club,45000.0
2020-12-02,prophetsfortrump,4,Prophets For Trump,19000.0
2020-12-03,107780406719749,3,Ben Shapiro Fans,18000.0
2020-12-03,1655614634580136,8,Rudy Giuliani [Common Sense],1800.0
2020-12-03,1665165766987530,3,x22 Report GeoPolitical and Financial News,5100.0
2020-12-03,178197966731647,17,Tucker Carlson Fox News,46000.0
2020-12-03,196825617434365,9,Dan Bongino Fans,5100.0
2020-12-03,2363529640618134,6,Lincoln Project Americans Protecting Democracy,32000.0
2020-12-03,2597851357120947,6,Joe Biden For President 2020!,61000.0
2020-12-03,2601769136807206,10,Candace Owens 2024 🇺🇸,34000.0
2020-12-03,264505438307329,4,Joe BIDEN POTUS 46 Official,12000.0
2020-12-03,2645436679003881,12,Steve Schmidt fan club,54000.0
2020-12-03,2658044477648470,5,Victor Davis Hanson Fan Club,53000.0
2020-12-03,2717207004996598,4,INFOWAR FANS,2100.0
2020-12-03,276509750213182,20,Kayleigh McEnany Fan Club,420000.0
2020-12-03,2809700542644044,7,Official Kayleigh McEnany page! No spam or trolls allowed this time!,29000.0
2020-12-03,299583994086652,3,Alexandria Ocasio-Cortez 2024,21000.0
2020-12-03,318189155396765,6,#MAGASM (Laughing at Leftists),84000.0
2020-12-03,341054530313485,4,Dr. Steve Turley Fans,1000.0
2020-12-03,347486906381131,7,Joe Biden lovers,10000.0
2020-12-03,371172480674337,3,Funny Trump Memes,4700.0
2020-12-03,437806580093639,5,BidenHarris46 #BuildBackBetter,16000.0
2020-12-03,540034209975584,6,Dr. Fauci Fan Club,48000.0
2020-12-03,542145203106828,7,The Liberal Skeptic's Dank Meme Stash,13000.0
2020-12-03,571811876496398,5,RealTime With Bill Maher,59000.0
2020-12-03,589470521442457,5,Barack Obama Fan Club,320000.0
2020-12-03,675682982609218,5,Trey Gowdy for President 2024,37000.0
2020-12-03,696410211155601,8,Kayleigh McEnany Supporters and Fans,59000.0
2020-12-03,729428207525540,3,Dan Crenshaw for POTUS 2024,106000.0
2020-12-03,748796219028658,5,The Lincoln Project > Undo the Damage,6900.0
2020-12-03,802708790106046,6,Biden-Harris for America,36000.0
2020-12-03,863804630824684,5,Patriot Room (formerly Leo Terrell 2.0),15000.0
2020-12-03,947518145661250,15,"Candace Owens For POTUS, 2024",56000.0
2020-12-03,RealTimewithBillMaher,3,Real Time With Bill Maher Conversation,10000.0
2020-12-03,alexandriaocasiocortezfanclub,7,Alexandria Ocasio-Cortez Fan Club,45000.0
2020-12-03,lincolnprojcrew,3,The Lincoln Project: CREW,19000.0
2020-12-03,prophetsfortrump,3,Prophets For Trump,19000.0
2020-12-04,1003058063051602,5,Last Week Tonight with John Oliver,49000.0
2020-12-04,1655614634580136,6,Rudy Giuliani [Common Sense],1800.0
2020-12-04,178197966731647,9,Tucker Carlson Fox News,46000.0
2020-12-04,196825617434365,3,Dan Bongino Fans,5300.0
2020-12-04,2128033453982058,4,EVERYTHING Bill Maher and John Oliver: New Rules and Now This,8200.0
2020-12-04,2363529640618134,5,Lincoln Project Americans Protecting Democracy,32000.0
2020-12-04,244810819884729,3,Amy Klobuchar: Progress for America!,7400.0
2020-12-04,2597851357120947,3,Joe Biden For President 2020!,61000.0
2020-12-04,2601769136807206,5,Candace Owens 2024 🇺🇸,34000.0
2020-12-04,264505438307329,7,Joe BIDEN POTUS 46 Official,12000.0
2020-12-04,2645436679003881,8,Steve Schmidt fan club,54000.0
2020-12-04,276509750213182,13,Kayleigh McEnany Fan Club,420000.0
2020-12-04,2809700542644044,8,Official Kayleigh McEnany page! No spam or trolls allowed this time!,29000.0
2020-12-04,347486906381131,10,Joe Biden lovers,10000.0
2020-12-04,358349921385450,5,Alexandria Ocasio-Cortez for President in 2024,29000.0
2020-12-04,366850971234151,3,Trump Will Win 2020,3300.0
2020-12-04,437806580093639,5,BidenHarris46 #BuildBackBetter,16000.0
2020-12-04,540034209975584,9,Dr. Fauci Fan Club,48000.0
2020-12-04,542145203106828,8,The Liberal Skeptic's Dank Meme Stash,13000.0
2020-12-04,571811876496398,4,RealTime With Bill Maher,59000.0
2020-12-04,589470521442457,4,Barack Obama Fan Club,320000.0
2020-12-04,675682982609218,3,Trey Gowdy for President 2024,37000.0
2020-12-04,696410211155601,4,Kayleigh McEnany Supporters and Fans,59000.0
2020-12-04,748796219028658,12,The Lincoln Project > Undo the Damage,6900.0
2020-12-04,784696041965691,3,Anti Trump Meme Group 2,11000.0
2020-12-04,802708790106046,10,Biden-Harris for America,36000.0
2020-12-04,850038505482016,3,Real Time with Bill Maher Group,6100.0
2020-12-04,947518145661250,8,"Candace Owens For POTUS, 2024",56000.0
2020-12-04,OcasioMemes,5,Alexandria Ocasio-Cortez's Dank Meme Stash,37000.0
2020-12-04,RealTimewithBillMaher,3,Real Time With Bill Maher Conversation,10000.0
2020-12-04,alexandriaocasiocortezfanclub,9,Alexandria Ocasio-Cortez Fan Club,45000.0
2020-12-05,1003058063051602,4,Last Week Tonight with John Oliver,49000.0
2020-12-05,107780406719749,3,Ben Shapiro Fans,18000.0
2020-12-05,118919904816333,3,Liberal Christians,9500.0
2020-12-05,1655614634580136,8,Rudy Giuliani [Common Sense],1800.0
2020-12-05,178197966731647,18,Tucker Carlson Fox News,46000.0
2020-12-05,196825617434365,9,Dan Bongino Fans,5400.0
2020-12-05,2363529640618134,4,Lincoln Project Americans Protecting Democracy,32000.0
2020-12-05,2546623112253553,4,Trump Cartoons & Jokes,2100.0
2020-12-05,2597851357120947,6,Joe Biden For President 2020!,61000.0
2020-12-05,2601769136807206,8,Candace Owens 2024 🇺🇸,34000.0
2020-12-05,264505438307329,7,Joe BIDEN POTUS 46 Official,12000.0
2020-12-05,2645436679003881,13,Steve Schmidt fan club,54000.0
2020-12-05,2717207004996598,4,INFOWAR FANS,2100.0
2020-12-05,276509750213182,17,Kayleigh McEnany Fan Club,420000.0
2020-12-05,2809700542644044,11,Official Kayleigh McEnany page! No spam or trolls allowed this time!,29000.0
2020-12-05,299583994086652,5,Alexandria Ocasio-Cortez 2024,21000.0
2020-12-05,300862921204197,6,Trump Prayer Network (TPN),10000.0
2020-12-05,347486906381131,9,Joe Biden lovers,10000.0
2020-12-05,366850971234151,7,Trump Will Win 2020,3400.0
2020-12-05,371172480674337,3,Funny Trump Memes,4800.0
2020-12-05,387158605653732,3,Women for Trump,20000.0
2020-12-05,437806580093639,8,BidenHarris46 #BuildBackBetter,16000.0
2020-12-05,540034209975584,9,Dr. Fauci Fan Club,48000.0
2020-12-05,542145203106828,8,The Liberal Skeptic's Dank Meme Stash,13000.0
2020-12-05,571811876496398,6,RealTime With Bill Maher,59000.0
2020-12-05,589470521442457,7,Barack Obama Fan Club,320000.0
2020-12-05,607051763265599,3,Conservative Network on Parler,25000.0
2020-12-05,611873672624975,6,Political Humor,9700.0
2020-12-05,675682982609218,3,Trey Gowdy for President 2024,37000.0
2020-12-05,696410211155601,13,Kayleigh McEnany Supporters and Fans,59000.0
2020-12-05,748796219028658,13,The Lincoln Project > Undo the Damage,7000.0
2020-12-05,784696041965691,4,Anti Trump Meme Group 2,11000.0
2020-12-05,802708790106046,14,Biden-Harris for America,36000.0
2020-12-05,850038505482016,4,Real Time with Bill Maher Group,6100.0
2020-12-05,863804630824684,9,Patriot Room (formerly Leo Terrell 2.0),15000.0
2020-12-05,947518145661250,13,"Candace Owens For POTUS, 2024",56000.0
2020-12-05,OcasioMemes,5,Alexandria Ocasio-Cortez's Dank Meme Stash,37000.0
2020-12-05,One.America.News.Network.Fan.Group,3,One America News Network  ✅  (Fan Group),9500.0
2020-12-05,ReelectBarackObama,3,Barack Obama,49000.0
2020-12-05,alexandriaocasiocortezfanclub,9,Alexandria Ocasio-Cortez Fan Club,45000.0
2020-12-05,memes4pete,4,Pete Buttigieg's Meme Stash,38000.0
2020-12-06,1003058063051602,3,Last Week Tonight with John Oliver,49000.0
2020-12-06,107780406719749,3,Ben Shapiro Fans,18000.0
2020-12-06,1655614634580136,9,Rudy Giuliani [Common Sense],1900.0
2020-12-06,178197966731647,20,Tucker Carlson Fox News,48000.0
2020-12-06,189547569158503,3,Steve Schmidt Fans - VOTE BLUE,3600.0
2020-12-06,196825617434365,6,Dan Bongino Fans,5500.0
2020-12-06,2363529640618134,5,Lincoln Project Americans Protecting Democracy,32000.0
2020-12-06,2546623112253553,4,Trump Cartoons & Jokes,2200.0
2020-12-06,2597851357120947,7,Joe Biden For President 2020!,61000.0
2020-12-06,2601769136807206,9,Candace Owens 2024 🇺🇸,34000.0
2020-12-06,264505438307329,8,Joe BIDEN POTUS 46 Official,12000.0
2020-12-06,2645436679003881,9,Steve Schmidt fan club,54000.0
2020-12-06,2658044477648470,3,Victor Davis Hanson Fan Club,53000.0
2020-12-06,2717207004996598,7,INFOWAR FANS,2100.0
2020-12-06,276509750213182,18,Kayleigh McEnany Fan Club,420000.0
2020-12-06,2809700542644044,10,Official Kayleigh McEnany page! No spam or trolls allowed this time!,29000.0
2020-12-06,318189155396765,4,#MAGASM (Laughing at Leftists),85000.0
2020-12-06,347486906381131,11,Joe Biden lovers,10000.0
2020-12-06,358349921385450,4,Alexandria Ocasio-Cortez for President in 2024,29000.0
2020-12-06,366850971234151,8,Trump Will Win 2020,3600.0
2020-12-06,371172480674337,7,Funny Trump Memes,4800.0
2020-12-06,387158605653732,4,Women for Trump,20000.0
2020-12-06,437806580093639,5,BidenHarris46 #BuildBackBetter,16000.0
2020-12-06,540034209975584,14,Dr. Fauci Fan Club,48000.0
2020-12-06,542145203106828,5,The Liberal Skeptic's Dank Meme Stash,13000.0
2020-12-06,571811876496398,5,RealTime With Bill Maher,60000.0
2020-12-06,589470521442457,6,Barack Obama Fan Club,320000.0
2020-12-06,611873672624975,5,Political Humor,9700.0
2020-12-06,661052701491084,3,Reinstate Amiri King!,2000.0
2020-12-06,675682982609218,4,Trey Gowdy for President 2024,37000.0
2020-12-06,696410211155601,9,Kayleigh McEnany Supporters and Fans,59000.0
2020-12-06,729428207525540,3,Dan Crenshaw for POTUS 2024,106000.0
2020-12-06,765666443614081,3,The Trump Prophecies,10000.0
2020-12-06,802708790106046,15,Biden-Harris for America,36000.0
2020-12-06,850038505482016,4,Real Time with Bill Maher Group,6200.0
2020-12-06,863804630824684,16,Patriot Room (formerly Leo Terrell 2.0),15000.0
2020-12-06,947518145661250,14,"Candace Owens For POTUS, 2024",56000.0
2020-12-06,OcasioMemes,4,Alexandria Ocasio-Cortez's Dank Meme Stash,37000.0
2020-12-06,One.America.News.Network.Fan.Group,5,One America News Network  ✅  (Fan Group),9600.0
2020-12-06,alexandriaocasiocortezfanclub,4,Alexandria Ocasio-Cortez Fan Club,45000.0
2020-12-06,christiansagainsttrump,3,Christians Against Trump,25000.0
2020-12-07,1003058063051602,4,Last Week Tonight with John Oliver,49000.0
2020-12-07,1655614634580136,11,Rudy Giuliani [Common Sense],2000.0
2020-12-07,1666881120045542,4,Dan Bongino Loyal Listeners,16000.0
2020-12-07,178197966731647,21,Tucker Carlson Fox News,48000.0
2020-12-07,196825617434365,12,Dan Bongino Fans,5700.0
2020-12-07,2363529640618134,3,Lincoln Project Americans Protecting Democracy,32000.0
2020-12-07,2597851357120947,3,Joe Biden For President 2020!,61000.0
2020-12-07,2601769136807206,12,Candace Owens 2024 🇺🇸,34000.0
2020-12-07,264505438307329,4,Joe BIDEN POTUS 46 Official,12000.0
2020-12-07,2645436679003881,5,Steve Schmidt fan club,54000.0
2020-12-07,2658044477648470,5,Victor Davis Hanson Fan Club,54000.0
2020-12-07,2717207004996598,6,INFOWAR FANS,2200.0
2020-12-07,276509750213182,21,Kayleigh McEnany Fan Club,420000.0
2020-12-07,2809700542644044,14,Official Kayleigh McEnany page! No spam or trolls allowed this time!,29000.0
2020-12-07,347486906381131,8,Joe Biden lovers,10000.0
2020-12-07,371172480674337,3,Funny Trump Memes,4800.0
2020-12-07,387158605653732,4,Women for Trump,20000.0
2020-12-07,437806580093639,11,BidenHarris46 #BuildBackBetter,16000.0
2020-12-07,540034209975584,14,Dr. Fauci Fan Club,48000.0
2020-12-07,542145203106828,4,The Liberal Skeptic's Dank Meme Stash,13000.0
2020-12-07,589470521442457,8,Barack Obama Fan Club,320000.0
2020-12-07,595142717910172,3,Pete Buttigieg 2024,13000.0
2020-12-07,611873672624975,4,Political Humor,9700.0
2020-12-07,661052701491084,4,Reinstate Amiri King!,2000.0
2020-12-07,675682982609218,4,Trey Gowdy for President 2024,37000.0
2020-12-07,696410211155601,10,Kayleigh McEnany Supporters and Fans,60000.0
2020-12-07,802708790106046,9,Biden-Harris for America,36000.0
2020-12-07,863804630824684,10,Patriot Room (formerly Leo Terrell 2.0),15000.0
2020-12-07,947518145661250,13,"Candace Owens For POTUS, 2024",56000.0
2020-12-07,OcasioMemes,6,Alexandria Ocasio-Cortez's Dank Meme Stash,37000.0
2020-12-07,alexandriaocasiocortezfanclub,7,Alexandria Ocasio-Cortez Fan Club,46000.0
2020-12-08,1003058063051602,5,Last Week Tonight with John Oliver,49000.0
2020-12-08,101958403944966,3,tRump Error Syndrome,8000.0
2020-12-08,107780406719749,3,Ben Shapiro Fans,18000.0
2020-12-08,1655614634580136,7,Rudy Giuliani [Common Sense],2000.0
2020-12-08,171779020802604,3,Stitch Along with JOANN & Yarnspirations,27000.0
2020-12-08,178197966731647,17,Tucker Carlson Fox News,49000.0
2020-12-08,196825617434365,6,Dan Bongino Fans,5800.0
2020-12-08,2363529640618134,5,Lincoln Project Americans Protecting Democracy,32000.0
2020-12-08,2597851357120947,6,Joe Biden For President 2020!,61000.0
2020-12-08,2601769136807206,11,Candace Owens 2024 🇺🇸,34000.0
2020-12-08,264505438307329,6,Joe BIDEN POTUS 46 Official,12000.0
2020-12-08,2645436679003881,14,Steve Schmidt fan club,54000.0
2020-12-08,2658044477648470,3,Victor Davis Hanson Fan Club,54000.0
2020-12-08,2717207004996598,4,INFOWAR FANS,2200.0
2020-12-08,2755029031187050,4,People who support the Democrats for president in the U.S.A,16000.0
2020-12-08,276509750213182,21,Kayleigh McEnany Fan Club,423000.0
2020-12-08,2809700542644044,12,Official Kayleigh McEnany page! No spam or trolls allowed this time!,29000.0
2020-12-08,347486906381131,11,Joe Biden lovers,10000.0
2020-12-08,358349921385450,4,Alexandria Ocasio-Cortez for President in 2024,29000.0
2020-12-08,371172480674337,3,Funny Trump Memes,4800.0
2020-12-08,437806580093639,4,BidenHarris46 #BuildBackBetter,16000.0
2020-12-08,540034209975584,11,Dr. Fauci Fan Club,48000.0
2020-12-08,542145203106828,5,The Liberal Skeptic's Dank Meme Stash,13000.0
2020-12-08,571811876496398,4,RealTime With Bill Maher,60000.0
2020-12-08,589470521442457,4,Barack Obama Fan Club,320000.0
2020-12-08,611873672624975,3,Political Humor,9700.0
2020-12-08,661052701491084,6,Reinstate Amiri King!,2100.0
2020-12-08,675682982609218,4,Trey Gowdy for President 2024,37000.0
2020-12-08,696410211155601,7,Kayleigh McEnany Supporters and Fans,60000.0
2020-12-08,802708790106046,11,Biden-Harris for America,36000.0
2020-12-08,863804630824684,15,Patriot Room (formerly Leo Terrell 2.0),15000.0
2020-12-08,947518145661250,14,"Candace Owens For POTUS, 2024",56000.0
2020-12-08,OcasioMemes,7,Alexandria Ocasio-Cortez's Dank Meme Stash,37000.0
2020-12-08,OneAmericaNewsFans,4,Fans of One America News Network (OANN),4300.0
2020-12-08,SmokyMtnLiving,3,Smoky Mountain Living Magazine Group,9900.0
2020-12-08,alexandriaocasiocortezfanclub,7,Alexandria Ocasio-Cortez Fan Club,46000.0
2020-12-08,causesup,3,Join Us Liberal & Progressive Democrats,3400.0
2020-12-08,memes4pete,4,Pete Buttigieg's Meme Stash,38000.0
2020-12-09,1003058063051602,5,Last Week Tonight with John Oliver,49000.0
2020-12-09,107780406719749,5,Ben Shapiro Fans,18000.0
2020-12-09,123814241697720,5,I Loathe Donald Trump And I Dont Give A Damn Who Finds Out!,9000.0
2020-12-09,1655614634580136,5,Rudy Giuliani [Common Sense],2000.0
2020-12-09,171779020802604,4,Stitch Along with JOANN & Yarnspirations,27000.0
2020-12-09,178197966731647,20,Tucker Carlson Fox News,49000.0
2020-12-09,196825617434365,5,Dan Bongino Fans,5800.0
2020-12-09,2363529640618134,8,Lincoln Project Americans Protecting Democracy,32000.0
2020-12-09,244810819884729,3,Amy Klobuchar: Progress for America!,7400.0
2020-12-09,2601769136807206,12,Candace Owens 2024 🇺🇸,34000.0
2020-12-09,264505438307329,4,Joe BIDEN POTUS 46 Official,12000.0
2020-12-09,2645436679003881,15,Steve Schmidt fan club,54000.0
2020-12-09,2658044477648470,3,Victor Davis Hanson Fan Club,54000.0
2020-12-09,2717207004996598,4,INFOWAR FANS,2200.0
2020-12-09,2755029031187050,3,People who support the Democrats for president in the U.S.A,16000.0
2020-12-09,276509750213182,17,Kayleigh McEnany Fan Club,423000.0
2020-12-09,2809700542644044,6,Official Kayleigh McEnany page! No spam or trolls allowed this time!,29000.0
2020-12-09,299583994086652,4,Alexandria Ocasio-Cortez 2024,21000.0
2020-12-09,347486906381131,4,Joe Biden lovers,10000.0
2020-12-09,371172480674337,8,Funny Trump Memes,4800.0
2020-12-09,437806580093639,5,BidenHarris46 #BuildBackBetter,16000.0
2020-12-09,540034209975584,11,Dr. Fauci Fan Club,48000.0
2020-12-09,542145203106828,7,The Liberal Skeptic's Dank Meme Stash,13000.0
2020-12-09,571811876496398,9,RealTime With Bill Maher,60000.0
2020-12-09,589470521442457,7,Barack Obama Fan Club,320000.0
2020-12-09,611873672624975,8,Political Humor,9700.0
2020-12-09,675682982609218,7,Trey Gowdy for President 2024,37000.0
2020-12-09,696410211155601,13,Kayleigh McEnany Supporters and Fans,60000.0
2020-12-09,729428207525540,4,Dan Crenshaw for POTUS 2024,106000.0
2020-12-09,802708790106046,4,Biden-Harris for America,36000.0
2020-12-09,850038505482016,4,Real Time with Bill Maher Group,6200.0
2020-12-09,863804630824684,10,Patriot Room (formerly Leo Terrell 2.0),16000.0
2020-12-09,947518145661250,8,"Candace Owens For POTUS, 2024",56000.0
2020-12-09,OcasioMemes,6,Alexandria Ocasio-Cortez's Dank Meme Stash,37000.0
2020-12-09,alexandriaocasiocortezfanclub,6,Alexandria Ocasio-Cortez Fan Club,46000.0
2020-12-09,causesup,5,Join Us Liberal & Progressive Democrats,3800.0
2020-12-09,joebiden2021,3,Joe Biden For President 2020,616.0
2020-12-09,memes4pete,4,Pete Buttigieg's Meme Stash,38000.0
2020-12-09,winthewin,12,Win The Win,9800.0
2020-12-10,1003058063051602,5,Last Week Tonight with John Oliver,49000.0
2020-12-10,107780406719749,4,Ben Shapiro Fans,18000.0
2020-12-10,123814241697720,4,I Loathe Donald Trump And I Dont Give A Damn Who Finds Out!,9000.0
2020-12-10,1655614634580136,11,Rudy Giuliani [Common Sense],2000.0
2020-12-10,178197966731647,18,Tucker Carlson Fox News,50000.0
2020-12-10,196825617434365,4,Dan Bongino Fans,6000.0
2020-12-10,206779539732204,4,Trey Gowdy: The Legend with Great Hair,137000.0
2020-12-10,2363529640618134,12,Lincoln Project Americans Protecting Democracy,32000.0
2020-12-10,244810819884729,4,Amy Klobuchar: Progress for America!,7400.0
2020-12-10,2601769136807206,10,Candace Owens 2024 🇺🇸,35000.0
2020-12-10,264505438307329,8,Joe BIDEN POTUS 46 Official,13000.0
2020-12-10,2645436679003881,13,Steve Schmidt fan club,54000.0
2020-12-10,2658044477648470,5,Victor Davis Hanson Fan Club,54000.0
2020-12-10,2717207004996598,3,INFOWAR FANS,2200.0
2020-12-10,2755029031187050,3,People who support the Democrats for president in the U.S.A,16000.0
2020-12-10,276509750213182,17,Kayleigh McEnany Fan Club,422000.0
2020-12-10,2809700542644044,10,Official Kayleigh McEnany page! No spam or trolls allowed this time!,29000.0
2020-12-10,347486906381131,11,Joe Biden lovers,10000.0
2020-12-10,358349921385450,3,Alexandria Ocasio-Cortez for President in 2024,29000.0
2020-12-10,371172480674337,10,Funny Trump Memes,5000.0
2020-12-10,540034209975584,17,Dr. Fauci Fan Club,48000.0
2020-12-10,542145203106828,7,The Liberal Skeptic's Dank Meme Stash,13000.0
2020-12-10,571811876496398,5,RealTime With Bill Maher,60000.0
2020-12-10,589470521442457,8,Barack Obama Fan Club,321000.0
2020-12-10,611873672624975,3,Political Humor,9700.0
2020-12-10,675682982609218,5,Trey Gowdy for President 2024,37000.0
2020-12-10,696410211155601,14,Kayleigh McEnany Supporters and Fans,60000.0
2020-12-10,729428207525540,7,Dan Crenshaw for POTUS 2024,106000.0
2020-12-10,734960363996390,3,Steve Schmidt Humanitarian &Patriot vs. tRump Redux,519.0
2020-12-10,802708790106046,4,Biden-Harris for America,36000.0
2020-12-10,850038505482016,7,Real Time with Bill Maher Group,6200.0
2020-12-10,863804630824684,3,Patriot Room (formerly Leo Terrell 2.0),16000.0
2020-12-10,947518145661250,10,"Candace Owens For POTUS, 2024",56000.0
2020-12-10,OcasioMemes,4,Alexandria Ocasio-Cortez's Dank Meme Stash,37000.0
2020-12-10,alexandriaocasiocortezfanclub,3,Alexandria Ocasio-Cortez Fan Club,46000.0
2020-12-10,winthewin,16,Win The Win,11000.0
2020-12-11,1003058063051602,4,Last Week Tonight with John Oliver,49000.0
2020-12-11,1067490273302351,3,MY VOTES FOR TRUMP - KEEP AMERICA GREAT,26000.0
2020-12-11,107780406719749,9,Ben Shapiro Fans,18000.0
2020-12-11,1655614634580136,8,Rudy Giuliani [Common Sense],2100.0
2020-12-11,1665165766987530,3,x22 Report GeoPolitical and Financial News,5300.0
2020-12-11,178197966731647,18,Tucker Carlson Fox News,51000.0
2020-12-11,196825617434365,5,Dan Bongino Fans,6100.0
2020-12-11,206779539732204,7,Trey Gowdy: The Legend with Great Hair,137000.0
2020-12-11,2098968433466112,3,Trump Daily Report,111000.0
2020-12-11,2363529640618134,6,Lincoln Project Americans Protecting Democracy,32000.0
2020-12-11,2597851357120947,3,Joe Biden For President 2020!,61000.0
2020-12-11,2601769136807206,10,Candace Owens 2024 🇺🇸,35000.0
2020-12-11,264505438307329,5,Joe BIDEN POTUS 46 Official,13000.0
2020-12-11,2645436679003881,7,Steve Schmidt fan club,55000.0
2020-12-11,2658044477648470,9,Victor Davis Hanson Fan Club,54000.0
2020-12-11,276509750213182,20,Kayleigh McEnany Fan Club,422000.0
2020-12-11,2809700542644044,12,Official Kayleigh McEnany page! No spam or trolls allowed this time!,29000.0
2020-12-11,347486906381131,3,Joe Biden lovers,10000.0
2020-12-11,371172480674337,12,Funny Trump Memes,5100.0
2020-12-11,540034209975584,7,Dr. Fauci Fan Club,48000.0
2020-12-11,542391356477368,3,PRESIDENT DONALD TRUMP SOLID SUPPORTERS WORLDWIDE,7200.0
2020-12-11,571811876496398,4,RealTime With Bill Maher,60000.0
2020-12-11,595142717910172,3,Pete Buttigieg 2024,13000.0
2020-12-11,675682982609218,6,Trey Gowdy for President 2024,37000.0
2020-12-11,696410211155601,8,Kayleigh McEnany Supporters and Fans,60000.0
2020-12-11,729428207525540,9,Dan Crenshaw for POTUS 2024,106000.0
2020-12-11,734960363996390,7,Steve Schmidt Humanitarian &Patriot vs. tRump Redux,704.0
