collection_datetime,group_slug,n_user_recommend,group_name,n_members
2021-01-07,495289384546664,3,Fact Check Candace Owens,686.0
2021-01-07,540034209975584,5,Dr. Fauci Fan Club,48000.0
2021-01-07,542145203106828,6,The Liberal Skeptic's Dank Meme Stash,14000.0
2021-01-07,571811876496398,4,RealTime With Bill Maher,61000.0
2021-01-07,589470521442457,3,Barack Obama Fan Club,324000.0
2021-01-07,611873672624975,3,Political Humor,9800.0
2021-01-07,748796219028658,6,The Lincoln Project > Undo the Damage,8000.0
2021-01-07,765666443614081,5,The Trump Prophecies,13000.0
2021-01-07,863804630824684,11,Patriot Room (formerly Leo Terrell 2.0),20000.0
2021-01-07,947518145661250,15,"Candace Owens For POTUS, 2024",58000.0
2021-01-07,AlexandriaOcasioCortezProgressives,3,Alexandria Ocasio-Cortez Progressives,62000.0
2021-01-07,IvankaTrumpForPresident,6,Ivanka Trump For President,16000.0
2021-01-07,One.America.News.Network.Fan.Group,6,One America News Network  ✅  (Fan Group),14000.0
2021-01-08,1003058063051602,18,Last Week Tonight with John Oliver,49000.0
2021-01-08,107780406719749,4,Ben Shapiro Fans,18000.0
2021-01-08,171779020802604,5,Stitch Along with JOANN & Yarnspirations,28000.0
2021-01-08,196825617434365,9,Dan Bongino Fans,7500.0
2021-01-08,2098968433466112,3,Trump Daily Report,111000.0
2021-01-08,2597851357120947,3,Joe Biden For President 2020!,61000.0
2021-01-08,2601769136807206,14,Candace Owens 2024 🇺🇸,41000.0
2021-01-08,264505438307329,24,Joe BIDEN POTUS 46 Official,18000.0
2021-01-08,2645436679003881,12,Steve Schmidt fan club,56000.0
2021-01-08,276509750213182,35,Kayleigh McEnany Fan Club,439000.0
2021-01-08,2809700542644044,12,Official Kayleigh McEnany page! No spam or trolls allowed this time!,30000.0
2021-01-08,2929509290482541,22,PRESIDENT JOE BIDEN 2021,7500.0
2021-01-08,306963303623214,3,The Real Dr Fauci Fan Page,3100.0
2021-01-08,358349921385450,4,Alexandria Ocasio-Cortez for President in 2024,29000.0
2021-01-08,371172480674337,11,Funny Trump Memes,7100.0
2021-01-08,415624942111540,3,Americans for President Donald Trump 2020,10000.0
2021-01-08,436546520125879,4,I Cannot Call Trump My President,15000.0
2021-01-08,458226781793015,18,Project Lincoln,99000.0
2021-01-08,540034209975584,8,Dr. Fauci Fan Club,48000.0
2021-01-08,542145203106828,4,The Liberal Skeptic's Dank Meme Stash,14000.0
2021-01-08,571811876496398,11,RealTime With Bill Maher,61000.0
2021-01-08,589470521442457,4,Barack Obama Fan Club,324000.0
2021-01-08,611873672624975,4,Political Humor,9800.0
2021-01-08,675682982609218,3,Trey Gowdy for President 2024,38000.0
2021-01-08,748796219028658,11,The Lincoln Project > Undo the Damage,8300.0
2021-01-08,765666443614081,4,The Trump Prophecies,14000.0
2021-01-08,850038505482016,5,Real Time with Bill Maher Group,6900.0
2021-01-08,947518145661250,17,"Candace Owens For POTUS, 2024",58000.0
2021-01-08,IvankaTrumpForPresident,4,Ivanka Trump For President,16000.0
2021-01-08,One.America.News.Network.Fan.Group,6,One America News Network  ✅  (Fan Group),14000.0
2021-01-08,alexandriaocasiocortezfanclub,4,Alexandria Ocasio-Cortez Fan Club,46000.0
2021-01-08,benshapiromemes,3,The Ben Shapiro Show Memes and Discussion,9100.0
2021-01-08,causesup,6,Join Us Liberal & Progressive Democrats,10000.0
2021-01-09,1003058063051602,11,Last Week Tonight with John Oliver,49000.0
2021-01-09,171779020802604,3,Stitch Along with JOANN & Yarnspirations,29000.0
2021-01-09,196825617434365,5,Dan Bongino Fans,7700.0
2021-01-09,2597851357120947,3,Joe Biden For President 2020!,61000.0
2021-01-09,2601769136807206,15,Candace Owens 2024 🇺🇸,41000.0
2021-01-09,264505438307329,16,Joe BIDEN POTUS 46 Official,18000.0
2021-01-09,2645436679003881,14,Steve Schmidt fan club,56000.0
2021-01-09,276509750213182,29,Kayleigh McEnany Fan Club,440000.0
2021-01-09,2809700542644044,12,Official Kayleigh McEnany page! No spam or trolls allowed this time!,30000.0
2021-01-09,2929509290482541,19,PRESIDENT JOE BIDEN 2021,7800.0
2021-01-09,436546520125879,6,I Cannot Call Trump My President,15000.0
2021-01-09,458226781793015,10,Project Lincoln,99000.0
2021-01-09,540034209975584,5,Dr. Fauci Fan Club,48000.0
2021-01-09,542145203106828,5,The Liberal Skeptic's Dank Meme Stash,14000.0
2021-01-09,571811876496398,9,RealTime With Bill Maher,61000.0
2021-01-09,589470521442457,3,Barack Obama Fan Club,324000.0
2021-01-09,611873672624975,3,Political Humor,9800.0
2021-01-09,729428207525540,3,Dan Crenshaw for POTUS 2024,106000.0
2021-01-09,748796219028658,6,The Lincoln Project > Undo the Damage,8400.0
2021-01-09,850038505482016,4,Real Time with Bill Maher Group,6900.0
2021-01-09,947518145661250,22,"Candace Owens For POTUS, 2024",59000.0
2021-01-09,DTIOP,4,Donald Trump Is Our President - The Group,168000.0
2021-01-09,IvankaTrumpForPresident,6,Ivanka Trump For President,16000.0
2021-01-09,NewRulesAndNowThis,3,EVERYTHING Bill Maher and John Oliver: New Rules And Now This,136000.0
2021-01-09,benshapiromemes,3,The Ben Shapiro Show Memes and Discussion,9100.0
2021-01-09,causesup,7,Join Us Liberal & Progressive Democrats,11000.0
2021-01-10,1003058063051602,11,Last Week Tonight with John Oliver,49000.0
2021-01-10,171779020802604,3,Stitch Along with JOANN & Yarnspirations,29000.0
2021-01-10,196825617434365,5,Dan Bongino Fans,7900.0
2021-01-10,2601769136807206,12,Candace Owens 2024 🇺🇸,42000.0
2021-01-10,264505438307329,10,Joe BIDEN POTUS 46 Official,18000.0
2021-01-10,2645436679003881,12,Steve Schmidt fan club,56000.0
2021-01-10,276509750213182,19,Kayleigh McEnany Fan Club,440000.0
2021-01-10,2809700542644044,12,Official Kayleigh McEnany page! No spam or trolls allowed this time!,31000.0
2021-01-10,2929509290482541,14,PRESIDENT JOE BIDEN 2021,7900.0
2021-01-10,436546520125879,5,I Cannot Call Trump My President,15000.0
2021-01-10,458226781793015,10,Project Lincoln,100000.0
2021-01-10,540034209975584,3,Dr. Fauci Fan Club,48000.0
2021-01-10,571811876496398,5,RealTime With Bill Maher,61000.0
2021-01-10,675682982609218,4,Trey Gowdy for President 2024,38000.0
2021-01-10,748796219028658,9,The Lincoln Project > Undo the Damage,8700.0
2021-01-10,850038505482016,4,Real Time with Bill Maher Group,6900.0
2021-01-10,947518145661250,14,"Candace Owens For POTUS, 2024",58000.0
2021-01-10,DTIOP,3,Donald Trump Is Our President - The Group,168000.0
2021-01-10,IvankaTrumpForPresident,3,Ivanka Trump For President,17000.0
2021-01-10,causesup,5,Join Us Liberal & Progressive Democrats,11000.0
2021-01-11,1003058063051602,10,Last Week Tonight with John Oliver,49000.0
2021-01-11,101958403944966,3,tRump Error Syndrome,8500.0
2021-01-11,1655614634580136,6,Rudy Giuliani [Common Sense],2700.0
2021-01-11,196825617434365,4,Dan Bongino Fans,8000.0
2021-01-11,2601769136807206,8,Candace Owens 2024 🇺🇸,42000.0
2021-01-11,264505438307329,20,Joe BIDEN POTUS 46 Official,18000.0
2021-01-11,2645436679003881,12,Steve Schmidt fan club,56000.0
2021-01-11,276509750213182,26,Kayleigh McEnany Fan Club,440000.0
2021-01-11,2809700542644044,7,Official Kayleigh McEnany page! No spam or trolls allowed this time!,31000.0
2021-01-11,2929509290482541,22,PRESIDENT JOE BIDEN 2021,8000.0
2021-01-11,306963303623214,6,The Real Dr Fauci Fan Page,3200.0
2021-01-11,341054530313485,3,Dr. Steve Turley Fans,1800.0
2021-01-11,436546520125879,4,I Cannot Call Trump My President,15000.0
2021-01-11,458226781793015,10,Project Lincoln,100000.0
2021-01-11,540034209975584,7,Dr. Fauci Fan Club,48000.0
2021-01-11,542145203106828,6,The Liberal Skeptic's Dank Meme Stash,14000.0
2021-01-11,543449179127035,3,Donald Trump Freakshow,17000.0
2021-01-11,571811876496398,8,RealTime With Bill Maher,61000.0
2021-01-11,675682982609218,5,Trey Gowdy for President 2024,38000.0
2021-01-11,748796219028658,11,The Lincoln Project > Undo the Damage,8900.0
2021-01-11,947518145661250,15,"Candace Owens For POTUS, 2024",59000.0
2021-01-11,DTIOP,3,Donald Trump Is Our President - The Group,168000.0
2021-01-11,IvankaTrumpForPresident,3,Ivanka Trump For President,17000.0
2021-01-11,causesup,8,Join Us Liberal & Progressive Democrats,12000.0
2021-01-12,1003058063051602,11,Last Week Tonight with John Oliver,49000.0
2021-01-12,206779539732204,7,Trey Gowdy: The Legend with Great Hair,136000.0
2021-01-12,2597851357120947,3,Joe Biden For President 2020!,61000.0
2021-01-12,2601769136807206,10,Candace Owens 2024 🇺🇸,43000.0
2021-01-12,264505438307329,15,Joe BIDEN POTUS 46 Official,18000.0
2021-01-12,2645436679003881,8,Steve Schmidt fan club,56000.0
2021-01-12,276509750213182,18,Kayleigh McEnany Fan Club,441000.0
2021-01-12,2929509290482541,21,PRESIDENT JOE BIDEN 2021,8200.0
2021-01-12,358349921385450,4,Alexandria Ocasio-Cortez for President in 2024,29000.0
2021-01-12,458226781793015,12,Project Lincoln,100000.0
2021-01-12,540034209975584,3,Dr. Fauci Fan Club,48000.0
2021-01-12,542145203106828,5,The Liberal Skeptic's Dank Meme Stash,14000.0
2021-01-12,543449179127035,3,Donald Trump Freakshow,17000.0
2021-01-12,571811876496398,6,RealTime With Bill Maher,61000.0
2021-01-12,675682982609218,3,Trey Gowdy for President 2024,38000.0
2021-01-12,748796219028658,8,The Lincoln Project > Undo the Damage,9200.0
2021-01-12,947518145661250,13,"Candace Owens For POTUS, 2024",59000.0
2021-01-12,IvankaTrumpForPresident,7,Ivanka Trump For President,17000.0
2021-01-12,NewRulesAndNowThis,3,EVERYTHING Bill Maher and John Oliver: New Rules And Now This,136000.0
2021-01-12,alexandriaocasiocortezfanclub,6,Alexandria Ocasio-Cortez Fan Club,46000.0
2021-01-12,causesup,6,Join Us Liberal & Progressive Democrats,12000.0
2021-01-12,thepartyoftrump,3,The Party of Trump,39000.0
2021-01-13,1003058063051602,12,Last Week Tonight with John Oliver,50000.0
2021-01-13,196825617434365,4,Dan Bongino Fans,8400.0
2021-01-13,206779539732204,6,Trey Gowdy: The Legend with Great Hair,136000.0
2021-01-13,257219775487464,4,Project Lincoln 2.,10000.0
2021-01-13,2601769136807206,10,Candace Owens 2024 🇺🇸,43000.0
2021-01-13,264505438307329,19,Joe BIDEN POTUS 46 Official,19000.0
2021-01-13,2645436679003881,12,Steve Schmidt fan club,56000.0
2021-01-13,276509750213182,4,Kayleigh McEnany Fan Club,441000.0
2021-01-13,2809700542644044,5,Official Kayleigh McEnany page! No spam or trolls allowed this time!,31000.0
2021-01-13,2929509290482541,17,PRESIDENT JOE BIDEN 2021,8300.0
2021-01-13,358349921385450,5,Alexandria Ocasio-Cortez for President in 2024,29000.0
2021-01-13,436546520125879,4,I Cannot Call Trump My President,15000.0
2021-01-13,458226781793015,15,Project Lincoln,100000.0
2021-01-13,540034209975584,5,Dr. Fauci Fan Club,48000.0
2021-01-13,542145203106828,9,The Liberal Skeptic's Dank Meme Stash,14000.0
2021-01-13,571811876496398,7,RealTime With Bill Maher,61000.0
2021-01-13,589470521442457,5,Barack Obama Fan Club,325000.0
2021-01-13,748796219028658,13,The Lincoln Project > Undo the Damage,9400.0
2021-01-13,831917944327840,4,Win The Win 2021,1200.0
2021-01-13,850038505482016,4,Real Time with Bill Maher Group,7000.0
2021-01-13,947518145661250,13,"Candace Owens For POTUS, 2024",59000.0
2021-01-13,IvankaTrumpForPresident,5,Ivanka Trump For President,17000.0
2021-01-13,alexandriaocasiocortezfanclub,6,Alexandria Ocasio-Cortez Fan Club,46000.0
2021-01-13,causesup,6,Join Us Liberal & Progressive Democrats,12000.0
2021-01-13,thepartyoftrump,16,The Party of Trump,41000.0
2021-01-14,1003058063051602,13,Last Week Tonight with John Oliver,50000.0
2021-01-14,107780406719749,4,Ben Shapiro Fans,18000.0
2021-01-14,196825617434365,5,Dan Bongino Fans,8700.0
2021-01-14,206779539732204,6,Trey Gowdy: The Legend with Great Hair,136000.0
2021-01-14,2098968433466112,3,Trump Daily Report,111000.0
2021-01-14,2601769136807206,12,Candace Owens 2024 🇺🇸,43000.0
2021-01-14,264505438307329,13,Joe BIDEN POTUS 46 Official,19000.0
2021-01-14,2645436679003881,8,Steve Schmidt fan club,56000.0
2021-01-14,2809700542644044,7,Official Kayleigh McEnany page! No spam or trolls allowed this time!,31000.0
2021-01-14,2929509290482541,16,PRESIDENT JOE BIDEN 2021,8500.0
2021-01-14,358349921385450,5,Alexandria Ocasio-Cortez for President in 2024,29000.0
2021-01-14,436546520125879,3,I Cannot Call Trump My President,15000.0
2021-01-14,458226781793015,4,Project Lincoln,100000.0
2021-01-14,571811876496398,7,RealTime With Bill Maher,61000.0
2021-01-14,589470521442457,4,Barack Obama Fan Club,325000.0
2021-01-14,734960363996390,3,Steve Schmidt Humanitarian &Patriot vs. tRump Redux,3800.0
2021-01-14,748796219028658,7,The Lincoln Project > Undo the Damage,9500.0
2021-01-14,831917944327840,6,Win The Win 2021,1400.0
2021-01-14,850038505482016,4,Real Time with Bill Maher Group,7000.0
2021-01-14,947518145661250,12,"Candace Owens For POTUS, 2024",59000.0
2021-01-14,alexandriaocasiocortezfanclub,6,Alexandria Ocasio-Cortez Fan Club,46000.0
2021-01-14,thepartyoftrump,13,The Party of Trump,44000.0
2021-01-15,1003058063051602,25,Last Week Tonight with John Oliver,50000.0
2021-01-15,107780406719749,6,Ben Shapiro Fans,18000.0
2021-01-15,131739878484971,3,Lincoln Project Supporters Unite ORIGINAL GROUP...AGAIN,1700.0
2021-01-15,196825617434365,3,Dan Bongino Fans,8800.0
2021-01-15,206779539732204,4,Trey Gowdy: The Legend with Great Hair,136000.0
2021-01-15,2098968433466112,5,Trump Daily Report,111000.0
2021-01-15,223507659044954,3,Candace Owens 2024,14000.0
2021-01-15,2601769136807206,9,Candace Owens 2024 🇺🇸,44000.0
2021-01-15,264505438307329,19,Joe BIDEN POTUS 46 Official,19000.0
2021-01-15,2645436679003881,10,Steve Schmidt fan club,56000.0
2021-01-15,276509750213182,24,Kayleigh McEnany Fan Club,441000.0
2021-01-15,2809700542644044,7,Official Kayleigh McEnany page! No spam or trolls allowed this time!,31000.0
2021-01-15,2929509290482541,21,PRESIDENT JOE BIDEN 2021,8600.0
2021-01-15,306963303623214,5,The Real Dr Fauci Fan Page,3300.0
2021-01-15,325137702138135,5,Watch the Trump family move out of the White House LIVE at home,14000.0
2021-01-15,358349921385450,16,Alexandria Ocasio-Cortez for President in 2024,29000.0
2021-01-15,436546520125879,4,I Cannot Call Trump My President,15000.0
2021-01-15,458226781793015,10,Project Lincoln,100000.0
2021-01-15,540034209975584,4,Dr. Fauci Fan Club,48000.0
2021-01-15,571811876496398,9,RealTime With Bill Maher,61000.0
2021-01-15,589470521442457,5,Barack Obama Fan Club,325000.0
2021-01-15,734960363996390,7,Steve Schmidt Humanitarian &Patriot vs. tRump Redux,3800.0
2021-01-15,742292023366128,3,Watching the Trump family move out LIVE @ home:),3100.0
2021-01-15,748796219028658,14,The Lincoln Project > Undo the Damage,9700.0
2021-01-15,831917944327840,3,Win The Win 2021,1500.0
2021-01-15,850038505482016,5,Real Time with Bill Maher Group,7000.0
2021-01-15,947518145661250,10,"Candace Owens For POTUS, 2024",59000.0
2021-01-15,IvankaTrumpForPresident,7,Ivanka Trump For President,18000.0
2021-01-15,alexandriaocasiocortezfanclub,5,Alexandria Ocasio-Cortez Fan Club,46000.0
2021-01-15,causesup,3,Join Us Liberal & Progressive Democrats,13000.0
2021-01-15,thepartyoftrump,7,The Party of Trump,47000.0
2021-01-16,1003058063051602,18,Last Week Tonight with John Oliver,50000.0
2021-01-16,107780406719749,8,Ben Shapiro Fans,18000.0
2021-01-16,131739878484971,4,Lincoln Project Supporters Unite ORIGINAL GROUP...AGAIN,1800.0
2021-01-16,206779539732204,5,Trey Gowdy: The Legend with Great Hair,136000.0
2021-01-16,2098968433466112,3,Trump Daily Report,111000.0
2021-01-16,223507659044954,4,Candace Owens 2024,14000.0
2021-01-16,2601769136807206,12,Candace Owens 2024 🇺🇸,44000.0
2021-01-16,264505438307329,15,Joe BIDEN POTUS 46 Official,19000.0
2021-01-16,2645436679003881,9,Steve Schmidt fan club,56000.0
2021-01-16,276509750213182,35,Kayleigh McEnany Fan Club,441000.0
2021-01-16,2809700542644044,6,Official Kayleigh McEnany page! No spam or trolls allowed this time!,31000.0
2021-01-16,2929509290482541,19,PRESIDENT JOE BIDEN 2021,8600.0
2021-01-16,306963303623214,9,The Real Dr Fauci Fan Page,3300.0
2021-01-16,325137702138135,9,Watch the Trump family move out of the White House LIVE at home,16000.0
2021-01-16,358349921385450,10,Alexandria Ocasio-Cortez for President in 2024,30000.0
2021-01-16,436546520125879,3,I Cannot Call Trump My President,15000.0
2021-01-16,458226781793015,8,Project Lincoln,100000.0
2021-01-16,540034209975584,4,Dr. Fauci Fan Club,48000.0
2021-01-16,571811876496398,6,RealTime With Bill Maher,61000.0
2021-01-16,589470521442457,4,Barack Obama Fan Club,325000.0
2021-01-16,734960363996390,3,Steve Schmidt Humanitarian &Patriot vs. tRump Redux,3900.0
2021-01-16,742292023366128,4,Watching the Trump family move out LIVE @ home:),3200.0
2021-01-16,748796219028658,12,The Lincoln Project > Undo the Damage,9900.0
2021-01-16,947518145661250,12,"Candace Owens For POTUS, 2024",59000.0
2021-01-16,IvankaTrumpForPresident,5,Ivanka Trump For President,18000.0
2021-01-16,alexandriaocasiocortezfanclub,6,Alexandria Ocasio-Cortez Fan Club,46000.0
2021-01-16,causesup,3,Join Us Liberal & Progressive Democrats,13000.0
2021-01-16,thepartyoftrump,5,The Party of Trump,50000.0
2021-01-17,1003058063051602,23,Last Week Tonight with John Oliver,50000.0
2021-01-17,107780406719749,5,Ben Shapiro Fans,18000.0
2021-01-17,131739878484971,3,Lincoln Project Supporters Unite ORIGINAL GROUP...AGAIN,1800.0
2021-01-17,196825617434365,5,Dan Bongino Fans,9000.0
2021-01-17,2601769136807206,10,Candace Owens 2024 🇺🇸,44000.0
2021-01-17,264505438307329,17,Joe BIDEN POTUS 46 Official,20000.0
2021-01-17,2645436679003881,6,Steve Schmidt fan club,56000.0
2021-01-17,276509750213182,23,Kayleigh McEnany Fan Club,441000.0
2021-01-17,2929509290482541,19,PRESIDENT JOE BIDEN 2021,8800.0
2021-01-17,306963303623214,6,The Real Dr Fauci Fan Page,3300.0
2021-01-17,325137702138135,10,Watch the Trump family move out of the White House,17000.0
2021-01-17,358349921385450,4,Alexandria Ocasio-Cortez for President in 2024,30000.0
2021-01-17,363732131389654,4,Joe Biden🔵,4500.0
2021-01-17,458226781793015,9,Project Lincoln,100000.0
2021-01-17,540034209975584,3,Dr. Fauci Fan Club,48000.0
2021-01-17,571811876496398,7,RealTime With Bill Maher,61000.0
2021-01-17,748796219028658,14,The Lincoln Project > Undo the Damage,10000.0
2021-01-17,850038505482016,3,Real Time with Bill Maher Group,7100.0
2021-01-17,947518145661250,13,"Candace Owens For POTUS, 2024",59000.0
2021-01-17,IvankaTrumpForPresident,3,Ivanka Trump For President,19000.0
2021-01-17,alexandriaocasiocortezfanclub,11,Alexandria Ocasio-Cortez Fan Club,47000.0
2021-01-18,1003058063051602,19,Last Week Tonight with John Oliver,50000.0
2021-01-18,1041051199724426,4,Joe Biden IS MY LORD AND SAVIOUR!,5000.0
2021-01-18,107780406719749,7,Ben Shapiro Fans,18000.0
2021-01-18,196825617434365,3,Dan Bongino Fans,9000.0
2021-01-18,206779539732204,4,Trey Gowdy: The Legend with Great Hair,136000.0
2021-01-18,2098968433466112,4,Trump Daily Report,110000.0
2021-01-18,2235248476620655,3,JOE BIDEN AND KAMALA HARRIS FANS CLUB 🔥LET’S FAN THE FLAMES OF FANSHIP🇱🇷,4100.0
2021-01-18,2601769136807206,11,Candace Owens 2024 🇺🇸,44000.0
2021-01-18,261812287719173,3,THE Original Never Trumpers,5300.0
2021-01-18,264505438307329,17,Joe BIDEN POTUS 46 Official,20000.0
2021-01-18,2645436679003881,8,Steve Schmidt fan club,56000.0
2021-01-18,276509750213182,28,Kayleigh McEnany Fan Club,441000.0
2021-01-18,2809700542644044,6,Official Kayleigh McEnany page! No spam or trolls allowed this time!,31000.0
2021-01-18,2929509290482541,21,PRESIDENT JOE BIDEN 2021,9000.0
2021-01-18,325137702138135,11,Watch the Trump family move out of the White House,19000.0
2021-01-18,358349921385450,6,Alexandria Ocasio-Cortez for President in 2024,30000.0
2021-01-18,436546520125879,3,I Cannot Call Trump My President,15000.0
2021-01-18,458226781793015,12,Project Lincoln,100000.0
2021-01-18,540034209975584,3,Dr. Fauci Fan Club,48000.0
2021-01-18,571811876496398,6,RealTime With Bill Maher,61000.0
2021-01-18,748796219028658,3,The Lincoln Project > Undo the Damage,10000.0
2021-01-18,947518145661250,16,"Candace Owens For POTUS, 2024",59000.0
2021-01-18,IvankaTrumpForPresident,5,Ivanka Trump For President,19000.0
2021-01-18,alexandriaocasiocortezfanclub,8,Alexandria Ocasio-Cortez Fan Club,47000.0
2021-01-18,causesup,4,Join Us Liberal & Progressive Democrats,13000.0
2021-01-18,thepartyoftrump,4,The Party of Trump,56000.0
2021-01-19,1003058063051602,17,Last Week Tonight with John Oliver,50000.0
2021-01-19,107780406719749,6,Ben Shapiro Fans,18000.0
2021-01-19,196825617434365,4,Dan Bongino Fans,9100.0
2021-01-19,206779539732204,4,Trey Gowdy: The Legend with Great Hair,136000.0
2021-01-19,2235248476620655,4,JOE BIDEN AND KAMALA HARRIS FANS CLUB 🔥LET’S FAN THE FLAMES OF FANSHIP🇱🇷,4500.0
2021-01-19,2597851357120947,4,Joe Biden For President 2020!,61000.0
2021-01-19,2601769136807206,11,Candace Owens 2024 🇺🇸,45000.0
2021-01-19,264505438307329,14,Joe BIDEN POTUS 46 Official,20000.0
2021-01-19,2645436679003881,4,Steve Schmidt fan club,56000.0
2021-01-19,276509750213182,22,Kayleigh McEnany Fan Club,443000.0
2021-01-19,2809700542644044,8,Official Kayleigh McEnany page! No spam or trolls allowed this time!,31000.0
2021-01-19,2929509290482541,23,PRESIDENT JOE BIDEN 2021,9100.0
2021-01-19,3097955610309532,3,General Shepherd InfoWars,788.0
2021-01-19,325137702138135,4,Watch the Trump family move out of the White House,19000.0
2021-01-19,358349921385450,8,Alexandria Ocasio-Cortez for President in 2024,30000.0
2021-01-19,458226781793015,10,Project Lincoln,100000.0
2021-01-19,540034209975584,7,Dr. Fauci Fan Club,48000.0
2021-01-19,571811876496398,8,RealTime With Bill Maher,61000.0
2021-01-19,729428207525540,3,Dan Crenshaw for POTUS 2024,106000.0
2021-01-19,764257427103450,3,President Trump Trending Topics,30000.0
2021-01-19,850038505482016,5,Real Time with Bill Maher Group,7100.0
2021-01-19,947518145661250,11,"Candace Owens For POTUS, 2024",59000.0
2021-01-19,IvankaTrumpForPresident,7,Ivanka Trump For President,19000.0
2021-01-19,alexandriaocasiocortezfanclub,5,Alexandria Ocasio-Cortez Fan Club,47000.0
2021-01-19,thepartyoftrump,6,The Party of Trump,57000.0
2021-01-20,2235248476620655,4,JOE BIDEN AND KAMALA HARRIS FANS CLUB 🔥LET’S FAN THE FLAMES OF FANSHIP🇱🇷,4900.0
2021-01-20,363732131389654,3,Joe Biden🔵,4500.0
2021-01-23,363732131389654,3,Joe Biden🔵,4500.0
2021-01-24,370644820920397,3,Donald J Trump,1700.0
2021-01-25,370644820920397,5,Donald J Trump,1700.0
2021-01-26,370644820920397,5,Donald J Trump,1600.0
2021-01-27,370644820920397,4,Donald J Trump,1700.0
2021-01-28,370644820920397,4,Donald J Trump,1600.0
